"","businessId","stars","UMM","UMMR","CILowerStars"
"100","-_npP9XdyzILAjtFfX8UAQ",3,0.0648253297139924,0.120552322193588,2.21549124503641
"101","--5jkZ3-nUPZxUvtcbr8Uw",4.5,0.172383414751167,0.80896145711132,4.27309552714898
"102","--BlvDO_RG2yElKu9XA1_g",4,0.140255493118874,0.540566529394346,3.67743561731381
"103","--qeSYxyn62mMjWvznNTdg",4,0.0495049359350765,0.183237367175726,2.95438842367907
"104","-0bUDim5OGuv8R0Qqq6J4A",2,0.145741719483565,0.392035085477026,1.06240365863989
"105","-0D_CYhlD2ILkmLR0pBmnA",4,0.0604959785373105,0.239575797190315,1.70188636181968
"106","-0QBrNvhrPQCaeo7mTo0zQ",4.5,0.00895846450483682,0.0377770496978358,2.89911575675018
"107","-0xwm_AwS0d_5rwUprHGuw",4,0.113790573631422,0.479283241091299,3.30187058120701
"108","-1bOb2izeJBZjHC7NWxiPA",3.5,0.112645762555799,0.44401001292222,3.45619543951942
"109","-1qDklczWpxON-3_Nj9NgA",3,0.107195075508103,0.342175156093771,1.22651981917119
"110","-2_O3_WKgO5In5XO5extNQ",5,0.111074719250761,0.555373596253807,5
"111","-2xCV0XGD9NxfWaVwA1-DQ",4,0.187953818362323,0.771153332258615,3.02502638781404
"112","-3frEL8Vo8kyq4kfgTn0GA",3.5,0.110934435600038,0.426345443423639,1.89911575675018
"113","-3jSU7oWrDqRgV68TWtlOg",2,0.170194176183937,0.174658951589241,-0.48413771175033
"114","-3WVw1TNQbPBzaKCaQQ1AQ",4,0.0879099329849242,0.356850729634327,3.6502398339339
"115","-4A5xmN21zi_TXnUESauUQ",4.5,0.167956701316636,0.735539234839285,4.17318204110532
"116","-4BtfPW3_v092G8pqHrv4w",4,0.0202640770373019,0.0872817680700613,3.71991261934174
"117","-5rFC4EVrT-v8g1PSEf6Xg",4,0.180702443481299,0.637735089020413,3.42455460055287
"118","-5XAZC1hC6G0NDkmPyhmUg",3.5,0.0692523347141574,0.272434585245469,0.464898180167026
"119","-6Roo-EHgSdUa4rP3tWyRw",3.5,0.0981348661117873,0.322497063748232,3.272094893319
"120","-73hx2hut_2KPcGpCTO5YA",3,0.0939468042540477,0.417664621828958,2.92169434753751
"121","-7smFzvh2E2fOOYs-0Dl8w",4,0.105288963191344,0.475419805235904,3.79837337824274
"122","-8vrk9UzM2oIey95PZOHuA",1.5,0.148186340704477,0.42322093435769,-0.48413771175033
"123","-8wyZkzfBmCFkMwCGcR4PQ",3.5,0.0228938507515433,0.0786582441402119,3.29735078649248
"124","-92fePI5W6MwOaxMxphFjA",3.5,0.0660438637820842,0.288346635434248,3.06135622847264
"125","-98noPZy1sH6NndWmdtuDw",2.5,0.120418650353921,0.363815376663625,1.05406829883105
"126","-AAig9FG0s8gYE4f8GfowQ",4,0.0965718732795139,0.424239251004026,4.16556042323186
"127","-aDuOZelvBHWKh-NrXooow",3.5,0.123236979551911,0.489963222877274,2.98294528623547
"128","-b_VjHZmA7-8LVWp6z36VA",3.5,0.141569166159831,0.516679261465791,3.20618023093827
"129","-Bb1Xwd677TBSIPjw4x7oA",2.5,0.0886372545190858,0.193123346494128,2.00326564024708
"130","-bd26a1QEEpqUZjBmtBUiQ",4,0.118878353423125,0.495821699805437,3.96793118338691
"131","-cy8EpdXs44iT3FR4En0QA",4,0.189410661980131,0.790882408401017,3.41726454062454
"132","-CYr479M7Y49UqIPwFcjEg",5,0.197477242553306,0.94617270297192,4.26300719766086
"133","-d1I0dwtCg1IIjnI3DZ38Q",3.5,0.105698594692304,0.392814657823093,2.48826590565271
"134","-dlVtdzpjjc4o-OJ4S6xtg",5,0.0569680831678176,0.284840415839088,5
"135","-E6XYf1ce1NCtV3QQI-3xA",3.5,0.210859627583947,0.641328400447884,2.58600002312618
"136","-eE4PAWu5FBRnAvbIMzWqg",2,0.0722595280504274,0.243147301800839,-0.250329363228183
"137","-ev01HlCKf7CYsh8ZXG_7w",3.5,0.0561370277048574,0.125157606108013,1.58727478405817
"138","-f5EhKQb7jPtDl1eYDwV0w",4,0.00542856980845215,0.0193873661831412,-2.85310236808735
"139","-ftQeUsqwDkExRg6IYrubQ",4.5,0.130285846162463,0.555992170667731,4.15370447132045
"140","-g5leVOzKA33Ruabe2Zo9w",3.5,0.185702822184801,0.547947556803475,1.08102659252236
"141","-GPiLRLH0MWH6Pjs0WDglg",3,0.199194529086913,0.738725100386356,2.58566810114913
"142","-Gse8l_ec33gkWgotCLsew",3.5,0.144755401924316,0.665017827053648,0.749670636771817
"143","-GYx5GAx_-4XEsn7mFwdkA",3,0.129948018884401,0.409905620026561,2.50117609986506
"144","-h-q6zTIdPlkz9BDP11sBg",4,0.130263573097269,0.547867251378297,3.97668444400372
"145","-h1WpfgqAmJcJDqyXXJ2og",4.5,0.0799409634273248,0.339048024660568,3.79368391429324
"146","-h9LochyBgKpsLwNXfTiOw",3,0.23462225954819,0.714279175686328,2.06135622847264
"147","-HnNSLlmNbesJ7NF5CmgFg",2,0.0882147573710746,0.149759720435911,-0.48413771175033
"148","-hQ8iZygzi0iiTFUkHgiEA",3.5,0.146993481685325,0.539050663371899,3.2466165187582
"149","-hWSt4JO2zT7zd7QzLZY9Q",4.5,0.0560615430338522,0.218968458368312,1.51586228824967
"150","-hzkQ8YIkExQse3vX0HOcg",3,0.0265382251169818,0.0645879159881169,1.89876812807154
"151","-I3Cu9rLQXtL5us5wdy8tA",2.5,0.35282367760186,0.705281292376963,-2.5044783458756
"152","-IEBe1UpCz8-dTAp8_fClw",2.5,0.108217003260058,0.224665396113642,1.37207075444059
"153","-iGegnCdHR1IWw4D_240_Q",4.5,0.0117561421420509,0.0582175840494216,3.23244909008351
"154","-J0jhpG0rv4saq9OMh8gXw",4.5,0.116798919775711,0.57749449252412,3.48942195792088
"155","-j3BF7gOIi-1tAHoFA3WIw",5,0.0477194228233175,0.238597114116588,5
"156","-jBymA8tI-WURtSBcuUdXQ",4,0.105074980773199,0.304871663218785,3.10938502396932
"157","-JL0CWSLkkzFHZXlctnf8A",3.5,0.0829474556331552,0.347024492015276,3.42696718043703
"158","-JpZiiGPKOuCEiODGNyovw",3.5,0.15438727301445,0.606150441689833,2.13486985678866
"159","-KEU36ohRQb19mrbA65Y3Q",3.5,0.219357185564605,0.845845897274777,3.19410672237962
"160","-KF9RQPkmIOHfE0tzUu9bg",3.5,0.147241027735443,0.625449435570188,3.37613220593114
"161","-KSjEAnm5w8TBdRVLVwi9Q",4,0.115625552146353,0.428996652674663,3.42172377786096
"162","-kVXDEqGHOWKxQ3EhvFgVA",4,0.105629097659967,0.46913244166188,2.79577253098083
"163","-KzyOiFK4SM9I1vmuTSsuA",4,0.110221530088055,0.417001930555844,3.51021565900113
"164","-L_rzBx627AcIFqZsPnsQQ",4,0.0967108609472554,0.396941323878681,1.51586228824967
"165","-L39pGMPP1kM3DI0Z0oZSw",2.5,0.045421814929928,0.0590342647084825,0.75336043234943
"166","-lOSaCuBRAvX5JBifx-EMw",3,0.127903660160067,0.38701024104397,2.55187313522392
"167","-Lsdg-qZl_Lj3dj6VQI_Dg",4,0.0586172539009197,0.234469015603679,4
"168","-luJmoJUWtS4iQh7Bbbblw",4,0.0716548373555962,0.298741172801339,2.37422129750653
"169","-M1rR1Ip7NOlMn5EbUkuog",2.5,0.146306362378306,0.326797712316384,1.05345279774928
"170","-MaIpPCz4153Uh1pnzI3AA",3.5,0.500000000000031,1.00000000000006,2
"171","-Mf4I8Jr_Vly37Z3Mgf0zQ",3.5,0.168397941297115,0.49224634381614,2.77222134466817
"172","-MFnc3jvLEduvqkOlaylHQ",2.5,0.278186911543598,0.67853909782508,0.255346028508296
"173","-mLcpJYfX8tw8LR9bq018w",2.5,0.213833581965617,0.471434265156427,2.17121916013697
"174","-mz0Zr0Dw6ZASg7_ah1R8A",2.5,0.0956198792700296,0.341528937666375,2.501864595152
"175","-N_i2F9BDyIt9e1iihVr1w",4.5,0.336836759969781,1.30918379984892,1.86316527103722
"176","-Nd5eId2iqnFvAMNgRBgpA",4,0.18353717423492,0.789745677720836,3.73096981954268
"177","-nHYKkSJuQ7zzFZ1veRfPg",4,0.114713947472728,0.399680369124074,3.2651124878515
"178","-nmr-3l0EmQaZAGEoXgk4w",3,0.0280500244480969,0.0957616202439565,0.734132936881324
"179","-NOet8xJLGhX-eUzSIDc2Q",4,0.0907185772443645,0.405103852427288,3.54056947865271
"180","-Ogv7rpcgUHkFaSy3vD8Sw",3.5,0.113372535158029,0.404853134907487,3.44711318786781
"181","-pJVjm0t4F6sNHo77HlQKA",4,0.302731242313248,1.33446747794606,3.49875152745167
"182","-PoxCIqlN6tX98AxC0aPTQ",4,0.0684877941889453,0.26652532635873,3.76489539174274
"183","-q_VodbABJygOSuv86LOtw",3.5,0.0280899769331525,0.0964933700516298,1.81779914234542
"184","-qv60txNVfg5pJ0b0w-QJw",4.5,0.0633311736786566,0.28791730368121,3.97573533550575
"185","-Rb9vXZjET2PfWMjLzZgvg",3,0.219522567213068,0.668154771020014,2.28942195792088
"186","-Rj4yXguyZ06ZMPMmoR9tg",3.5,0.142073174758937,0.50307155173663,3.17155903643655
"187","-sHaV6At__T1RJQXiR6d0g",3,0.146612377707589,0.489634482466937,2.72336304394559
"188","-SS0C3OoPhVVBFCFfDWB2A",3.5,0.0679160708987569,0.192928001994301,1.72651981917119
"189","-sTBvM1pOpZts9dnJ6_5Xw",4,0.0740857158938048,0.302078193784936,2.93982897496169
"190","-tBiXT917wKlr6n9wSqViw",3.5,0.210802705792996,0.725947697969877,3.39797701478783
"191","-TcEs-q39n1LC3kJBXZp0w",2,0.43961333083308,0.579098863567897,-16.559307104262
"192","-tNKk-eCLk_acdp4vEYcpw",3,0.0860690093872536,0.278455666568078,2.74175186602059
"193","-TNwWa_OGPmZoBFl25zdYA",4,0.265560476092264,1.0057115032582,2.57695419896079
"194","-uSHlr8Wk6f8ewVEgsvcWQ",4,0.112912618442652,0.487701862512385,3.53590257349784
"195","-UT6IHfVW_2yzz1bf8WI5g",4,0.135511663826185,0.524821239821189,3.36333381224364
"196","-v8FrfMccLpIzong9XpiuQ",2,0.0110705810344024,0.0214114580113341,-0.250329363228183
"197","-vaGR2CXNS4NZrMdctSkGA",4,0.14252223053606,0.582987122743569,3.6513507357008
"198","-vHWAsiX0iHWJw-pkqv32Q",3.5,0.11696904084765,0.384623731267288,3.29419798993549
"199","-Vp12-UIQIh2zeM6SPj9FA",4,0.114623140633925,0.539666196671924,2.45199005384968
"200","-WDAJKr6345nJF5ZZIBLDg",5,0.205800459504752,1.00608629147201,4.54144874803806
"201","-wwJIaO7-diyEqxGwZKVuQ",3.5,0.0133428620469199,0.0430395362305522,2.79140709916884
"202","-WXH-j7_Ugm6phJDdY5bzw",2.5,0.146223871335343,0.324261105612799,1.47437786880252
"203","-WZIxGXJHMGidZXRhKxP3w",3,0.160311542408305,0.446831775161495,2.66283516445107
"204","-x_jL2OCWPdObGTOwIpN4w",4,0.14941842118713,0.639931628237313,3.6293546978424
"205","-xBv8p9jzOkMyGlY07FMTA",3,0.0113981409127707,0.0284185677274005,1.70077173637489
"206","-xFO1E3OiDMmdqdjwUM_DA",3.5,0.109199612596994,0.403808814274729,3.34725724985729
"207","-XlBQrxN_ZB3MZKxLBeAjA",3.5,0.00799291352178135,0.0273726595500194,1.72651981917119
"208","-xLwGUmmyKgsTtFOOXzjeg",4,0.212446202769756,0.882599260723183,3.67509853853054
"209","-XoFkjdXb5ZIXwoZdjJtoQ",3.5,0.178082352341547,0.718432171452121,2.89911575675018
"210","-XQAYmeTFv4MR-M5XAZmWw",4,0.182933673441416,0.748628353954857,3.55513657722466
"211","-Y2rZMPttQqKXD_XJPQerA",4,0.15105515530397,0.553304313840662,2.83458193553113
"212","-yPdEze6bYRV2Sm1t4XJhg",4,0.0326071697207537,0.130428678883015,4
"213","-yzl8Zm-MmSqx31VN7vB0Q",3,0.125776477864686,0.390768047538249,3.0128045165005
"214","-zcZNlO0JwZHppan8rGkBQ",2.5,0.194342258565503,0.469612941309311,2.24356116369114
"215","0_3hrGrrP-J5eeHRwQfZ6w",3.5,0.120982010790209,0.462146325336732,3.16519928766105
"216","0_vMnSRqc5aZUg1eBk3l2g",3,0.0629376640771919,0.188920298520967,2.4422592702536
"217","0-A_cxbEmlkkq0362cvi3A",4.5,0.132069492941465,0.641483626934395,3.71991261934174
"218","0-lJQCSwnHmIczjcSw_N_g",4,0.14929021433466,0.608946164955999,3.85469068610475
"219","00eGk1ntf4RiDxVRY3gaIw",3,0.106934133406269,0.323720183945435,2.8404412291001
"220","01euuGhBwvcDhl9KcPTang",2.5,0.152708032423834,0.234125708966038,0.363165271037219
"221","04HakCR6gEeRYNAoKxkppQ",3,0.229972283041669,0.350289648212553,0.255346028508296
"222","04Jrd2zSzwHwmBqdKQDmIw",3.5,0.0253610128775939,0.0658570153042468,2.06247459221985
"223","04SKYBXRAqeYIuuVDzwKNg",3,0.0466369144951986,0.164382429540302,2.16576439950496
"224","06kfoeRs9Acj82Yl3i9p_w",4.5,0.169698426202666,0.728767623489988,4.08209113649832
"225","06YP_JnJzns84fOyQ0HA0Q",4.5,0.026599765409274,0.13299882704637,5
"226","07OyvsOpqTWuyTtvE4_gcA",4,0.113512570518044,0.51716045677436,3.95892002114108
"227","08eBj_o6oTncJR0ylM8qSg",4,0.015026374882017,0.0681157475900806,2.83458193553113
"228","08In-bFs8JOmSTDlQ0BfFw",3,0.0943334687086642,0.283143481770885,2.13486985678866
"229","08MvFb65fOz2iET3iRqUOQ",2.5,0.149390549568815,0.151684572068301,-10.7062047361747
"230","08NQu7YaKY3m500DS7e5Tw",2.5,0.179759926149917,0.210566520696244,-1.12791636693009
"231","08OcGan0xiT6I_oJ2loLMA",4,0.0736799996486515,0.247267937699328,3.11984133861946
"232","08Z_Zzp8PyEmWWpYurIO-Q",3,0.0865976650876255,0.270633662231397,2.09348800925823
"233","09dr3kXV8Ff42Ur3mCh3LA",3.5,0.0137023593317952,0.0602338642628426,2.40539166973289
"234","09Kv1q51BlUyLznzNnL5Xw",3.5,0.134549548137013,0.538198192548053,4
"235","09nlgfIqh29b_zVXPdmySg",3.5,0.156550845852431,0.46822656864566,2.42732134552835
"236","0aKii4YS6MYZlPCsKPaF5w",4,0.0815004733834254,0.311819939150676,2.9336474426999
"237","0ALS_XfNAcPVMg8mB_TWPg",3.5,0.329043047291382,0.978548569790255,-2.07020363966595
"238","0AZiq_OMKs3I9lTmwd5PSg",4,0.0699109621939073,0.291501296689608,3.43680246689669
"239","0Bilf-3-J8hIekQVWyRGWg",3,0.248736029377189,0.743761897448584,2.10649564162836
"240","0bQiWdKxj2EmsGYRVC9qyA",4,0.197736225602017,0.844432402776145,3.86879255872849
"241","0BRORnn7ydzOR8ZZPyeWxQ",4.5,0.10035409256497,0.425839801429522,3.58130688448146
"242","0BScRHEa2lVBCY4spkhmvQ",3.5,0.239162468276496,0.833159190612456,1.72651981917119
"243","0BXtWaDWN6Lh7T8mbbZniw",3.5,0.0542270323004662,0.203395132501358,0.51586228824967
"244","0CFBeDV58e3uH4vsKggEmQ",4.5,0.120474354453965,0.597972114213109,3.28942195792088
"245","0CG3ns3gwWV5nOnfzSfUIQ",4,0.20832529732553,0.804519410244059,3.44861002489301
"246","0db71MbrvcJnyk71COCJBg",3.5,0.134102744675897,0.518050971122423,3.68876169431423
"247","0De3TQ_uSOXwgduKL0va3w",3.5,0.073254755502686,0.160912736213287,1.75336043234943
"248","0DeBHTh15YSFLX9JXO6grg",4,0.00424558730363738,0.0178675171061576,-1.85310236808735
"249","0deS4g2xR4SjvjHNeHUc-A",3,0.128628843985523,0.375295657917184,1.40181337022308
"250","0dORc6ckZw5HezR3BuSsqw",4.5,0.140000811026268,0.638539591062571,4.30317882082235
"251","0EBR4wDqtkbMC-wghpctEg",3,0.16266776942312,0.622640139839456,2.15415544976552
"252","0EsThEHD8nqv4qdsnVeGyQ",3.5,0.204242621889913,0.588262700525703,2.08669376568276
"253","0f4IQo7Odn7nvvO4TCAGAw",2.5,0.199091923778162,0.224692868997932,0.70946619143502
"254","0fcAt0wsVwvGSj8SDt7chA",4,0.047794173570895,0.199174847997209,2.85846165582578
"255","0g_KFvnPIkA8ywTXPPeRCg",4,0.0980295560831816,0.344916823681467,3.52618223879132
"256","0G-zqtH6hRTu4uxRwA-Gpg",3.5,0.0416660439223477,0.153405248957894,3.01005597175216
"257","0gQrhOYWdO0XVZEKtOrvaA",4,0.117641313176795,0.428286832347234,3.44743283245128
"258","0HIOVPAD0NngfT1_zrUh5w",4.5,0.160877298107892,0.793688574036005,-1.85310236808735
"259","0hoHNh8rN2D3A0wpNCGtZA",3,0.203741399518895,0.464533172220079,1.24395829935764
"260","0hY0qoXHcI3czshcrZPpYg",4.5,0.0872158299572318,0.428571449328436,3.25846165582578
"261","0hYTkJtgQGu-ysCZnmFZDQ",4,0.0855349847288792,0.356164637794433,3.52302738410775
"262","0ieEqGInYunNBaBzg8j_WQ",3.5,0.0650860482952194,0.248301523021704,3.25783804843383
"263","0iWfPm7jgGeFe_Gt8G3DAg",4,0.0200270439449984,0.0768930571998903,3.24486660861278
"264","0Ixna4nrrayLUFK2UZ_w1w",2.5,0.240608562350571,0.63019915651966,1.21803388986963
"265","0j2UisBk89SHqihr0IdlJw",3,0.175445554998508,0.455230438271476,2.07228843113037
