"","businessId","X.x","stars","UMM","UMMR","CILowerStars","zip","X.y","price_range","credit_cards2","take_outs","smoke","noise","reservation","waiter","romantic","intimate","touristy","hipster","divey","classy","trendy","upscale","casual"
"22","_AnSrEL8OP8K0o5udRVVcA",22,3.5,0.0846123331548062,0.385891454829254,1.52229873263286,85085,3255,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","_AvHni-xdRHmZ3XfYHwGkg",23,4,0.104378486656612,0.419297298100469,3.77706579408834,85251,3711,4,1,0,0,2,1,1,0,0,0,0,0,0,1,1,0
"24","_AwvPzaNPGQ_QZSWgsfOiw",24,3.5,0.177341740985331,0.676217765802648,2.48734389121549,85345,9022,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","_BhzcKojv1gjdRINe3Gkig",25,4,0.142659625546147,0.579780673337755,3.58769185792319,85016,777,4,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
"26","_bNA90EW1EHh32DEGGaSRw",26,5,0.304143529430013,1.51827461383164,4.24471097896044,85260,13250,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"27","_CG5zJAoNN6gszjhSyUcww",27,4,0.137302703354806,0.586900255725145,3.8880081564108,85225,776,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"28","_CIodPGuvPP2khYkDk1jKw",28,4.5,0.165271403605988,0.693150430177494,4.00899216658665,85013,2292,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1
"29","_D3KUba-5fHTbucTBAnigw",29,2.5,0.0921881138524778,0.14233512566194,1.2517810321726,85233,4980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","_DjAApQ5qhhHP5H_gzX57A",30,1,0.319527871717009,0.319527871717009,1,85345,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","_dVPzYGXKNg2rIsc40VtyA",31,3,0.172739252040325,0.31059615041598,1.70592139947355,85251,12000,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"32","_eCrBSIXbGEW62ynS2_0lA",32,1.5,0.163331887224448,0.223276282115074,0.996758089920479,85073,9261,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","_EdSQOkATuCtZ5y5A2m0rw",33,3.5,0.00717667968778824,0.0268363424904463,-2.85310236808735,85032,259,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"34","_ELurClSg26jIcRmhq3F_w",34,2.5,0.325533608383695,0.552130619714963,-0.636834728962781,85243,8378,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","_Ex3OUT0CBJxmn7M_ihzjg",35,2,0.130385219187666,0.419636571121835,-16.559307104262,85205,2589,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","_FgyuDnyDCXmWBy03Tq8TQ",36,2.5,0.0985770615847601,0.296696007830433,2.42511533164449,85260,10990,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0
"37","_FXql6eVhbM923RdCi94SA",37,4,0.100801310519146,0.419880900140914,3.94620948484515,85012,433,2,1,1,0,2,1,1,0,0,0,0,0,0,1,0,1
"38","_GWZRML1R9iHNSSo4i2MPA",38,4,0.070828155391845,0.157714040418072,-2.5044783458756,85283,4361,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"39","_gXpjRIjb5fv5f5IVGXvsw",39,2.5,0.0142085242696619,0.0425657574169475,1.50076387646606,85008,14027,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"40","_H5tPmiPJSMJndzQ2zJQXw",40,5,0.260292438097508,1.23158256835762,4.32486527862415,85286,7273,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","_HAYDjkPJVabBXyvx-u9YQ",41,4,0.111198883131594,0.473880639271501,3.45465886082117,85054,11468,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"42","_HGheM2jzKEZFqkT4kyViQ",42,4.5,0.247815517498147,1.19774409359015,4.35400224167966,85034,7338,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","_HTE4pOKeJC7kcxiCF9vTA",43,4,0.138734469855472,0.571732226654599,3.87213209671166,85257,15105,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"44","_hTnLGWujfiZhIaCwWH8Ng",44,4,0.145357206727732,0.522910271087053,3.0282043432463,85310,6560,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"45","_IaAOzGPzq3JIDKuQlAzvQ",45,3.5,0.0963748501332616,0.415198998742822,3.16840980384984,85016,8839,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"46","_IE5XDjxeM47NSzhg7sItg",46,3.5,0.0732947644038738,0.301987863665569,3.06171746037308,85022,4386,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"47","_ISHH8x8Qe6IoVTQWegbpQ",47,2,0.312362111839031,0.799602030381393,-1.46124970026343,85034,10561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","_jaKAiZtJTCR7dOfv-Njsw",48,4,0.0494593687890966,0.229685948904287,3.50659605425364,85224,3211,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","_jbeTDw6XSuvLaR1V_z8jw",49,4,0.114827556107751,0.556261476194301,2.89911575675018,85212,11252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","_k2-7p9iwZOvtz59119WvA",50,5,0.192368750970984,0.928178244569448,3.58130688448146,85363,10954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","_K5cfCM7-zQZ1hXdbsc2fQ",51,4,0.244886427493681,1.01450957225083,3.62262372849218,85374,9906,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"52","_KGe3v1OzRnUmKhb3VkDgg",52,4,0.0597192141171945,0.238876856468778,4,85202,9188,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"53","_L9E4eZWX0vdePNjU1xtuQ",53,4.5,0.153573003437862,0.694321196933146,4.13541492766167,85255,702,3,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"54","_lDDgqKSwzYKNiCqdGQLHw",54,3.5,0.054787684727116,0.151358511727794,2.40390235253153,85085,2011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","_leflhF7uTuhDeGqXY6Kuw",55,4,0.238998905988189,1.18750223385045,-8.70620473617469,85286,1317,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"56","_LuFh4iAKoN5YrR3VEkMPw",56,1.5,0.116081556528256,0.137750369326164,0.581306884481461,85201,11492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","_mFZT2Ar2ayJ5kP35i79ZA",57,2.5,0.0482852610590048,0.16405806411371,0.939828974961693,85004,7246,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","_mt0EQgGCG-qrLy51RnQag",58,3.5,0.126327241669061,0.402590333277676,2.97807173391306,85203,5654,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"59","_Ne4sL68IW6lEXYvrnkt-w",59,3.5,0.122165661187473,0.413166425954914,3.29762237660649,85281,7631,2,1,0,3,2,0,0,0,0,0,1,0,0,0,0,1
"60","_nixwTDJAfdLByIQs4rzig",60,2.5,0.185598377489792,0.432377345964434,-2.30265272974946,85034,11527,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","_NnOolczVHfhEHgCOhpxAw",61,4,0.123788881313387,0.554282147962418,3.1372210735544,85210,14719,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"62","_NWot0cb2Ug3-IzXQY2THw",62,5,0.264469120249559,1.32234560124779,5,85257,12099,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","_Nx8hwTmjR_x62Byjav0Ew",63,2.5,0.00330184899619106,0.00981846590218535,2.55312802044095,85042,4892,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"64","_Oaj1X0vAlOu5bAX6ingzA",64,3,0.111963669741959,0.264792515225601,1.1810682152913,85284,4396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","_oBxfuBd2qDEWaYsdvP_dg",65,3.5,0.149074869726243,0.503146346451472,3.20900046492704,85305,4805,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"66","_ODHYjCmrb3W9hIGJI1uaA",66,3.5,0.118071741433468,0.493959646931051,3.6876346534165,85018,4774,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"67","_ohbwLmT7WO6CXgRLx5xlA",67,3.5,0.312528666323808,1.20791973342444,2.23244909008351,85553,1286,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","_oQN89kF_d97-cWW0iO8_g",68,4.5,0.138543892659954,0.628126186870777,4.35388574603412,85053,4451,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"69","_oylByc6iTONI5lokMfYHQ",69,3,0.0977319215870387,0.30320469665973,2.37668021617471,85007,8863,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","_p8bPLv2RKSadu_9M83OVA",70,4,0.0956905032932532,0.38547637276638,2.60649564162836,85203,506,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","_pw-OnDpCe9XM0rDVvTUMg",71,3.5,0.0769442794953153,0.358426768957674,2.92240703233907,85021,14311,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"72","_Qkckrb1d5fwi6BJotor5g",72,4.5,0.136327934894354,0.579431862631471,4.0383369133551,85205,9806,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","_ql42UadWUh9SgU09_c2mQ",73,3.5,0.12625856651918,0.495194003465625,3.10471008381337,85253,9178,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"74","_qTzOkbin2giDOrFsaxm8A",74,4,0.0484657055083453,0.195656637460418,3.86108449111321,85006,14096,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1
"75","_RBUU1y4yJrK0SPAd8z0-w",75,3.5,0.10313095948295,0.381142711273377,3.45837837860757,85008,3072,2,1,1,0,2,1,1,0,0,0,0,0,1,0,0,1
"76","_s1QZIfOXLuPkjVItpT1AQ",76,4,0.0305104000326959,0.131556025215966,2.72651981917119,85007,11563,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","_SbBztPWznTFKG8l-fMJEQ",77,3.5,0.0148661798857073,0.0594647195428293,4,85225,7339,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","_sppJb0durssEnD1fs94mw",78,2.5,0.155621263692441,0.185557239741104,0.322298732632865,85254,7452,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"79","_SWb6l-M_ohosfSmet3e1w",79,3,0.137296501582595,0.418311664564161,2.90898457673345,85395,7697,2,1,1,0,4,0,1,0,0,0,0,0,0,0,0,1
"80","_TekkyyFeX_8MBepPIxuTg",80,4.5,0.11311731743042,0.538402236780457,4.53010301630556,85225,3699,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","_TOy0-P-UMA1_mpL-lPgxw",81,4.5,0.0370967693917763,0.151749891345455,3.45438842367907,85296,9681,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"82","_tULIKll0EQsIAnPnxaoLg",82,2.5,0.189777046017833,0.518640523816901,1.48530424201268,85297,2204,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"83","_uf5F_RiMBPHSl2Saex8AA",83,3,0.0754359277920852,0.257919453940465,1.99426233458424,85224,5503,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"84","_ufhmY-588fNlV5ers3UQQ",84,4.5,0.139524425640955,0.669150022324631,3.88602005618101,85379,13263,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"85","_UrbZpgCq638dWrS0Vly2A",85,3.5,0.06913526583196,0.216186945509519,3.08345732514992,85260,10894,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1
"86","_uUlWKhPmjFUUxOSS-EP_w",86,3,0.076687816278229,0.255968994296089,1.90877684735815,85255,13641,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"87","_uy2i0KjsilMG0kGHr9q8Q",87,4,0.10613662544477,0.478428980797105,3.69495988538578,85201,4487,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","_VcrPnJrF770airgFiI1GQ",88,4,0.128213497851175,0.550808952224736,3.61169240148538,85338,13230,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","_w2wIsBh-1M1ZCed2KjLlw",89,3.5,0.098807802451258,0.355125207967067,2.7656817211804,85282,4464,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"90","_WP0nIqmrSFLcY8nV8KUSA",90,3.5,0.156453547160376,0.579284470758166,3.50599547176569,85251,12053,3,1,1,0,2,1,1,1,0,0,0,0,1,0,0,0
"91","_wrA7CMbMqcWEDCNghi5cg",91,2.5,0.125255683346326,0.282766191899354,1.90673701964136,85308,6972,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"92","_WyjHcQB24zyMXrZ7fjEXA",92,3,0.134832225844263,0.563548805004724,1.03675683852244,85006,10617,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","_YswYrpv6YdO3R3CP8R8oQ",93,3,0.133850958189393,0.340405370284092,2.66470780011018,85254,11483,4,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0
"94","_yUeZBoHERR8A-8wGlQ56Q",94,3,0.0666643193218764,0.141802947489778,2.24486660861278,85248,3430,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","_yW2zLQAmqhj2m7rBbpFPw",95,4,0.119072458882337,0.456003523818723,3.36671759085194,85381,14962,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"96","_zksiS8qbYcn9GMi6kqhoA",96,2.5,0.0104661391541749,0.0131141925218698,1.77179864900279,85042,12204,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","_Ztp2sSQKQuwFUX-rp-xlQ",97,4.5,0.013047451793356,0.0652372589667799,5,85009,5568,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","-_JBgygYYD_UkuD-GVTp6A",98,3,0.0690704526889695,0.163184475072428,2.00930588847731,85338,2277,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"99","-_Ke8q969OAwEE_-U0qUjw",99,4.5,0.0199404910745788,0.0877225085473025,3.71991261934174,85308,8402,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"100","-_npP9XdyzILAjtFfX8UAQ",100,3,0.0648253297139924,0.120552322193588,2.21549124503641,85073,10296,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"101","--5jkZ3-nUPZxUvtcbr8Uw",101,4.5,0.172383414751167,0.80896145711132,4.27309552714898,85257,10444,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"102","--BlvDO_RG2yElKu9XA1_g",102,4,0.140255493118874,0.540566529394346,3.67743561731381,85260,9666,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"103","--qeSYxyn62mMjWvznNTdg",103,4,0.0495049359350765,0.183237367175726,2.95438842367907,85122,4392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","-0bUDim5OGuv8R0Qqq6J4A",104,2,0.145741719483565,0.392035085477026,1.06240365863989,85021,1923,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"105","-0D_CYhlD2ILkmLR0pBmnA",105,4,0.0604959785373105,0.239575797190315,1.70188636181968,85345,8417,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","-0QBrNvhrPQCaeo7mTo0zQ",106,4.5,0.00895846450483682,0.0377770496978358,2.89911575675018,85009,2561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","-0xwm_AwS0d_5rwUprHGuw",107,4,0.113790573631422,0.479283241091299,3.30187058120701,85202,8077,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","-1bOb2izeJBZjHC7NWxiPA",108,3.5,0.112645762555799,0.44401001292222,3.45619543951942,85013,15578,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"109","-1qDklczWpxON-3_Nj9NgA",109,3,0.107195075508103,0.342175156093771,1.22651981917119,85282,10791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","-2_O3_WKgO5In5XO5extNQ",110,5,0.111074719250761,0.555373596253807,5,85022,1329,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","-2xCV0XGD9NxfWaVwA1-DQ",111,4,0.187953818362323,0.771153332258615,3.02502638781404,85345,15139,2,1,1,0,2,0,1,0,0,0,0,1,0,0,0,1
"112","-3frEL8Vo8kyq4kfgTn0GA",112,3.5,0.110934435600038,0.426345443423639,1.89911575675018,85226,15398,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","-3jSU7oWrDqRgV68TWtlOg",113,2,0.170194176183937,0.174658951589241,-0.48413771175033,85051,13713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","-3WVw1TNQbPBzaKCaQQ1AQ",114,4,0.0879099329849242,0.356850729634327,3.6502398339339,85012,11867,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"115","-4A5xmN21zi_TXnUESauUQ",115,4.5,0.167956701316636,0.735539234839285,4.17318204110532,85257,2908,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1
"116","-4BtfPW3_v092G8pqHrv4w",116,4,0.0202640770373019,0.0872817680700613,3.71991261934174,85224,4103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","-5rFC4EVrT-v8g1PSEf6Xg",117,4,0.180702443481299,0.637735089020413,3.42455460055287,85392,14764,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"118","-5XAZC1hC6G0NDkmPyhmUg",118,3.5,0.0692523347141574,0.272434585245469,0.464898180167026,85296,14295,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","-6Roo-EHgSdUa4rP3tWyRw",119,3.5,0.0981348661117873,0.322497063748232,3.272094893319,85224,4621,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"120","-73hx2hut_2KPcGpCTO5YA",120,3,0.0939468042540477,0.417664621828958,2.92169434753751,85253,340,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","-7smFzvh2E2fOOYs-0Dl8w",121,4,0.105288963191344,0.475419805235904,3.79837337824274,85234,5250,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"122","-8vrk9UzM2oIey95PZOHuA",122,1.5,0.148186340704477,0.42322093435769,-0.48413771175033,85382,2383,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"123","-8wyZkzfBmCFkMwCGcR4PQ",123,3.5,0.0228938507515433,0.0786582441402119,3.29735078649248,85016,4938,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"124","-92fePI5W6MwOaxMxphFjA",124,3.5,0.0660438637820842,0.288346635434248,3.06135622847264,85308,15527,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","-98noPZy1sH6NndWmdtuDw",125,2.5,0.120418650353921,0.363815376663625,1.05406829883105,85073,13582,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"126","-AAig9FG0s8gYE4f8GfowQ",126,4,0.0965718732795139,0.424239251004026,4.16556042323186,85012,6708,2,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0
"127","-aDuOZelvBHWKh-NrXooow",127,3.5,0.123236979551911,0.489963222877274,2.98294528623547,85053,492,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"128","-b_VjHZmA7-8LVWp6z36VA",128,3.5,0.141569166159831,0.516679261465791,3.20618023093827,85040,7384,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"129","-Bb1Xwd677TBSIPjw4x7oA",129,2.5,0.0886372545190858,0.193123346494128,2.00326564024708,85201,3374,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","-bd26a1QEEpqUZjBmtBUiQ",130,4,0.118878353423125,0.495821699805437,3.96793118338691,85281,14773,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"131","-cy8EpdXs44iT3FR4En0QA",131,4,0.189410661980131,0.790882408401017,3.41726454062454,85142,7378,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"132","-CYr479M7Y49UqIPwFcjEg",132,5,0.197477242553306,0.94617270297192,4.26300719766086,85310,4974,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","-d1I0dwtCg1IIjnI3DZ38Q",133,3.5,0.105698594692304,0.392814657823093,2.48826590565271,85040,987,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"134","-dlVtdzpjjc4o-OJ4S6xtg",134,5,0.0569680831678176,0.284840415839088,5,85213,9916,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","-E6XYf1ce1NCtV3QQI-3xA",135,3.5,0.210859627583947,0.641328400447884,2.58600002312618,85210,212,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"136","-eE4PAWu5FBRnAvbIMzWqg",136,2,0.0722595280504274,0.243147301800839,-0.250329363228183,85253,10534,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"137","-ev01HlCKf7CYsh8ZXG_7w",137,3.5,0.0561370277048574,0.125157606108013,1.58727478405817,85016,13998,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","-f5EhKQb7jPtDl1eYDwV0w",138,4,0.00542856980845215,0.0193873661831412,-2.85310236808735,85032,5971,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","-ftQeUsqwDkExRg6IYrubQ",139,4.5,0.130285846162463,0.555992170667731,4.15370447132045,85027,10585,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
"140","-g5leVOzKA33Ruabe2Zo9w",140,3.5,0.185702822184801,0.547947556803475,1.08102659252236,85295,14038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","-GPiLRLH0MWH6Pjs0WDglg",141,3,0.199194529086913,0.738725100386356,2.58566810114913,85308,4497,3,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
"142","-Gse8l_ec33gkWgotCLsew",142,3.5,0.144755401924316,0.665017827053648,0.749670636771817,85284,2006,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","-GYx5GAx_-4XEsn7mFwdkA",143,3,0.129948018884401,0.409905620026561,2.50117609986506,85206,1637,2,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0
"144","-h-q6zTIdPlkz9BDP11sBg",144,4,0.130263573097269,0.547867251378297,3.97668444400372,85016,13706,2,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0
"145","-h1WpfgqAmJcJDqyXXJ2og",145,4.5,0.0799409634273248,0.339048024660568,3.79368391429324,85206,11449,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"146","-h9LochyBgKpsLwNXfTiOw",146,3,0.23462225954819,0.714279175686328,2.06135622847264,85302,3370,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","-HnNSLlmNbesJ7NF5CmgFg",147,2,0.0882147573710746,0.149759720435911,-0.48413771175033,85051,12762,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
"148","-hQ8iZygzi0iiTFUkHgiEA",148,3.5,0.146993481685325,0.539050663371899,3.2466165187582,85282,8924,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"149","-hWSt4JO2zT7zd7QzLZY9Q",149,4.5,0.0560615430338522,0.218968458368312,1.51586228824967,85388,14777,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
